Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
833,Deserpidine,https://www.drugbank.ca/drugs/DB01089,https://www.drugbank.ca/structures/DB01089/thumb.svg,0.16515358,0.93706149,578.65271,C32H38N2O8,108.55,N/A
834,Pentolinium,https://www.drugbank.ca/drugs/DB01090,https://www.drugbank.ca/structures/DB01090/thumb.svg,0.085394144,0.97940826,240.42799,C15H32N2,0,N/A
835,Butenafine,https://www.drugbank.ca/drugs/DB01091,https://www.drugbank.ca/structures/DB01091/thumb.svg,0.16501479,0.94793093,317.46719,C23H27N,3.24,N/A
836,Ouabain,https://www.drugbank.ca/drugs/DB01092,https://www.drugbank.ca/structures/DB01092/thumb.svg,0.13598454,0.98999965,584.65253,C29H44O12,206.60001,N/A
837,Dimethyl sulfoxide,https://www.drugbank.ca/drugs/DB01093,https://www.drugbank.ca/structures/DB01093/thumb.svg,0.5990544,0.60608333,78.133003,C2H6OS,17.07,N/A
838,Hesperetin,https://www.drugbank.ca/drugs/DB01094,https://www.drugbank.ca/structures/DB01094/thumb.svg,0.17052622,0.91139871,302.27881,C16H14O6,96.220001,N/A
839,Fluvastatin,https://www.drugbank.ca/drugs/DB01095,https://www.drugbank.ca/structures/DB01095/thumb.svg,0.34049585,0.73685491,411.46591,C24H26FNO4,82.690002,N/A
840,Oxamniquine,https://www.drugbank.ca/drugs/DB01096,https://www.drugbank.ca/structures/DB01096/thumb.svg,0.2020404,0.92469186,279.33481,C14H21N3O3,90.110001,N/A
841,Leflunomide,https://www.drugbank.ca/drugs/DB01097,https://www.drugbank.ca/structures/DB01097/thumb.svg,0.087339684,0.93448925,270.20731,C12H9F3N2O2,55.130001,N/A
842,Rosuvastatin,https://www.drugbank.ca/drugs/DB01098,https://www.drugbank.ca/structures/DB01098/thumb.svg,0.37209174,0.80382234,481.53799,C22H28FN3O6S,140.92,N/A
843,Flucytosine,https://www.drugbank.ca/drugs/DB01099,https://www.drugbank.ca/structures/DB01099/thumb.svg,0.31052229,0.6894778,129.0925,C4H4FN3O,67.480003,N/A
844,Pimozide,https://www.drugbank.ca/drugs/DB01100,https://www.drugbank.ca/structures/DB01100/thumb.svg,0.27590233,0.92607564,461.5462,C28H29F2N3O,35.580002,N/A
845,Capecitabine,https://www.drugbank.ca/drugs/DB01101,https://www.drugbank.ca/structures/DB01101/thumb.svg,0.079092383,0.94529855,359.3501,C15H22FN3O6,120.69,N/A
846,Arbutamine,https://www.drugbank.ca/drugs/DB01102,https://www.drugbank.ca/structures/DB01102/thumb.svg,0.068555683,0.97616649,317.37949,C18H23NO4,92.949997,N/A
847,Quinacrine,https://www.drugbank.ca/drugs/DB01103,https://www.drugbank.ca/structures/DB01103/thumb.svg,0.43717039,0.63845849,399.957,C23H30ClN3O,37.389999,N/A
848,Sertraline,https://www.drugbank.ca/drugs/DB01104,https://www.drugbank.ca/structures/DB01104/thumb.svg,0.30971897,0.92706376,306.23001,C17H17Cl2N,12.03,N/A
849,Sibutramine,https://www.drugbank.ca/drugs/DB01105,https://www.drugbank.ca/structures/DB01105/thumb.svg,0.27712867,0.92783004,279.84799,C17H26ClN,3.24,N/A
850,Methyprylon,https://www.drugbank.ca/drugs/DB01107,https://www.drugbank.ca/structures/DB01107/thumb.svg,0.58929533,0.88177949,183.2475,C10H17NO2,46.169998,N/A
851,Trilostane,https://www.drugbank.ca/drugs/DB01108,https://www.drugbank.ca/structures/DB01108/thumb.svg,0.19548669,0.88097495,329.43329,C20H27NO3,76.779999,N/A
852,Miconazole,https://www.drugbank.ca/drugs/DB01110,https://www.drugbank.ca/structures/DB01110/thumb.svg,0.44950017,0.69540673,416.129,C18H14Cl4N2O,27.049999,N/A
853,Cefuroxime,https://www.drugbank.ca/drugs/DB01112,https://www.drugbank.ca/structures/DB01112/thumb.svg,0.2436823,0.97003555,424.38501,C16H16N4O8S,173.75999,N/A
854,Papaverine,https://www.drugbank.ca/drugs/DB01113,https://www.drugbank.ca/structures/DB01113/thumb.svg,0.15739989,0.970281,339.38501,C20H21NO4,49.810001,N/A
855,Chlorpheniramine,https://www.drugbank.ca/drugs/DB01114,https://www.drugbank.ca/structures/DB01114/thumb.svg,0.3102316,0.81423795,274.78799,C16H19ClN2,16.129999,N/A
856,Nifedipine,https://www.drugbank.ca/drugs/DB01115,https://www.drugbank.ca/structures/DB01115/thumb.svg,0.59320682,0.79113716,346.33459,C17H18N2O6,110.45,N/A
857,Trimethaphan,https://www.drugbank.ca/drugs/DB01116,https://www.drugbank.ca/structures/DB01116/thumb.svg,0.5754025,0.60738683,365.51199,C22H25N2OS,23.549999,N/A
858,Amiodarone,https://www.drugbank.ca/drugs/DB01118,https://www.drugbank.ca/structures/DB01118/thumb.svg,0.34180814,0.88745087,645.31158,C25H29I2NO3,42.68,N/A
859,Diazoxide,https://www.drugbank.ca/drugs/DB01119,https://www.drugbank.ca/structures/DB01119/thumb.svg,0.27050531,0.79026097,230.67101,C8H7ClN2O2S,58.529999,N/A
860,Gliclazide,https://www.drugbank.ca/drugs/DB01120,https://www.drugbank.ca/structures/DB01120/thumb.svg,0.27192673,0.91539639,323.41101,C15H21N3O3S,78.510002,N/A
861,Phenacemide,https://www.drugbank.ca/drugs/DB01121,https://www.drugbank.ca/structures/DB01121/thumb.svg,0.17137146,0.93258137,178.1879,C9H10N2O2,72.190002,N/A
862,Proflavine,https://www.drugbank.ca/drugs/DB01123,https://www.drugbank.ca/structures/DB01123/thumb.svg,0.13735637,0.86264366,209.24651,C13H11N3,64.93,N/A
863,Tolbutamide,https://www.drugbank.ca/drugs/DB01124,https://www.drugbank.ca/structures/DB01124/thumb.svg,0.41068313,0.73787379,270.34799,C12H18N2O3S,75.269997,N/A
864,Anisindione,https://www.drugbank.ca/drugs/DB01125,https://www.drugbank.ca/structures/DB01125/thumb.svg,0.22317567,0.98887348,252.26469,C16H12O3,43.369999,N/A
865,Dutasteride,https://www.drugbank.ca/drugs/DB01126,https://www.drugbank.ca/structures/DB01126/thumb.svg,0.17870119,0.9251796,528.52972,C27H30F6N2O2,58.200001,N/A
866,Econazole,https://www.drugbank.ca/drugs/DB01127,https://www.drugbank.ca/structures/DB01127/thumb.svg,0.42981017,0.7082361,381.68399,C18H15Cl3N2O,27.049999,N/A
867,Bicalutamide,https://www.drugbank.ca/drugs/DB01128,https://www.drugbank.ca/structures/DB01128/thumb.svg,0.26217106,0.85335732,430.37299,C18H14F4N2O4S,107.26,N/A
868,Rabeprazole,https://www.drugbank.ca/drugs/DB01129,https://www.drugbank.ca/structures/DB01129/thumb.svg,0.12660113,0.90767419,359.44299,C18H21N3O3S,77.099998,N/A
869,Prednicarbate,https://www.drugbank.ca/drugs/DB01130,https://www.drugbank.ca/structures/DB01130/thumb.svg,0.30861774,0.93352056,488.577,C27H36O8,116.2,N/A
870,Proguanil,https://www.drugbank.ca/drugs/DB01131,https://www.drugbank.ca/structures/DB01131/thumb.svg,0.13708016,0.9192099,253.731,C11H16ClN5,83.790001,N/A
871,Pioglitazone,https://www.drugbank.ca/drugs/DB01132,https://www.drugbank.ca/structures/DB01132/thumb.svg,0.13447945,0.90889055,356.439,C19H20N2O3S,68.290001,N/A
872,Tiludronic acid,https://www.drugbank.ca/drugs/DB01133,https://www.drugbank.ca/structures/DB01133/thumb.svg,0.22108757,0.92689896,318.608,C7H9ClO6P2S,115.06,N/A
873,Desoxycorticosterone pivalate,https://www.drugbank.ca/drugs/DB01134,https://www.drugbank.ca/structures/DB01134/thumb.svg,0.14031838,0.91792142,414.586,C26H38O4,60.439999,N/A
874,Carvedilol,https://www.drugbank.ca/drugs/DB01136,https://www.drugbank.ca/structures/DB01136/thumb.svg,0.53238648,0.81159049,406.47421,C24H26N2O4,75.739998,N/A
875,Levofloxacin,https://www.drugbank.ca/drugs/DB01137,https://www.drugbank.ca/structures/DB01137/thumb.svg,0.19774005,0.85525048,361.36749,C18H20FN3O4,73.32,N/A
876,Sulfinpyrazone,https://www.drugbank.ca/drugs/DB01138,https://www.drugbank.ca/structures/DB01138/thumb.svg,0.4680714,0.92251199,404.48199,C23H20N2O3S,57.689999,N/A
877,Cefapirin,https://www.drugbank.ca/drugs/DB01139,https://www.drugbank.ca/structures/DB01139/thumb.svg,0.28734717,0.94925791,423.46301,C17H17N3O6S2,125.9,N/A
878,Cefadroxil,https://www.drugbank.ca/drugs/DB01140,https://www.drugbank.ca/structures/DB01140/thumb.svg,0.29255512,0.84309399,363.388,C16H17N3O5S,132.96001,N/A
879,Doxepin,https://www.drugbank.ca/drugs/DB01142,https://www.drugbank.ca/structures/DB01142/thumb.svg,0.38023174,0.76098979,279.3761,C19H21NO,12.47,N/A
880,Amifostine,https://www.drugbank.ca/drugs/DB01143,https://www.drugbank.ca/structures/DB01143/thumb.svg,0.16876006,0.92866331,214.22301,C5H15N2O3PS,95.580002,N/A
881,Diclofenamide,https://www.drugbank.ca/drugs/DB01144,https://www.drugbank.ca/structures/DB01144/thumb.svg,0.40427133,0.67957538,305.159,C6H6Cl2N2O4S2,120.32,N/A
882,Sulfoxone,https://www.drugbank.ca/drugs/DB01145,https://www.drugbank.ca/structures/DB01145/thumb.svg,0.2058624,0.86098164,404.48199,C14H16N2O6S3,132.8,N/A
883,Diphenylpyraline,https://www.drugbank.ca/drugs/DB01146,https://www.drugbank.ca/structures/DB01146/thumb.svg,0.38411316,0.76080394,281.392,C19H23NO,12.47,N/A
884,Cloxacillin,https://www.drugbank.ca/drugs/DB01147,https://www.drugbank.ca/structures/DB01147/thumb.svg,0.38643897,0.91031468,435.88101,C19H18ClN3O5S,112.74,N/A
885,Flavoxate,https://www.drugbank.ca/drugs/DB01148,https://www.drugbank.ca/structures/DB01148/thumb.svg,0.23692904,0.80092788,391.45959,C24H25NO4,55.84,N/A
886,Nefazodone,https://www.drugbank.ca/drugs/DB01149,https://www.drugbank.ca/structures/DB01149/thumb.svg,0.27202421,0.83342117,470.00699,C25H32ClN5O2,51.619999,N/A
887,Cefprozil,https://www.drugbank.ca/drugs/DB01150,https://www.drugbank.ca/structures/DB01150/thumb.svg,0.38191861,0.79547381,389.42599,C18H19N3O5S,132.96001,N/A
888,Desipramine,https://www.drugbank.ca/drugs/DB01151,https://www.drugbank.ca/structures/DB01151/thumb.svg,0.50134641,0.6293897,266.38071,C18H22N2,15.27,N/A
889,Sertaconazole,https://www.drugbank.ca/drugs/DB01153,https://www.drugbank.ca/structures/DB01153/thumb.svg,0.43848997,0.70203441,437.76999,C20H15Cl3N2OS,27.049999,N/A
890,Thiamylal,https://www.drugbank.ca/drugs/DB01154,https://www.drugbank.ca/structures/DB01154/thumb.svg,0.53788334,0.77940989,254.349,C12H18N2O2S,58.200001,N/A
891,Gemifloxacin,https://www.drugbank.ca/drugs/DB01155,https://www.drugbank.ca/structures/DB01155/thumb.svg,0.20298827,0.80831432,389.38089,C18H20FN5O4,121.35,N/A
892,Bupropion,https://www.drugbank.ca/drugs/DB01156,https://www.drugbank.ca/structures/DB01156/thumb.svg,0.27881896,0.80812389,239.741,C13H18ClNO,29.1,N/A
893,Trimetrexate,https://www.drugbank.ca/drugs/DB01157,https://www.drugbank.ca/structures/DB01157/thumb.svg,0.13123392,0.98298526,369.4176,C19H23N5O3,117.54,N/A
894,Bretylium,https://www.drugbank.ca/drugs/DB01158,https://www.drugbank.ca/structures/DB01158/thumb.svg,0.50643969,0.67763317,243.16299,C11H17BrN,0,N/A
895,Halothane,https://www.drugbank.ca/drugs/DB01159,https://www.drugbank.ca/structures/DB01159/thumb.svg,0.44210434,0.71199507,197.382,C2HBrClF3,0,N/A
896,Chloroprocaine,https://www.drugbank.ca/drugs/DB01161,https://www.drugbank.ca/structures/DB01161/thumb.svg,0.17510436,0.88048172,270.755,C13H19ClN2O2,55.560001,N/A
897,Terazosin,https://www.drugbank.ca/drugs/DB01162,https://www.drugbank.ca/structures/DB01162/thumb.svg,0.10215521,0.92511797,387.43289,C19H25N5O4,103.04,N/A
898,Amdinocillin,https://www.drugbank.ca/drugs/DB01163,https://www.drugbank.ca/structures/DB01163/thumb.svg,0.2830174,0.91900212,325.42599,C15H23N3O3S,73.209999,N/A
899,Ofloxacin,https://www.drugbank.ca/drugs/DB01165,https://www.drugbank.ca/structures/DB01165/thumb.svg,0.19743128,0.85869545,361.36749,C18H20FN3O4,73.32,N/A
900,Cilostazol,https://www.drugbank.ca/drugs/DB01166,https://www.drugbank.ca/structures/DB01166/thumb.svg,0.26376095,0.82972199,369.46069,C20H27N5O2,81.93,N/A
901,Itraconazole,https://www.drugbank.ca/drugs/DB01167,https://www.drugbank.ca/structures/DB01167/thumb.svg,0.07497789,0.9763363,705.633,C35H38Cl2N8O4,100.79,N/A
902,Procarbazine,https://www.drugbank.ca/drugs/DB01168,https://www.drugbank.ca/structures/DB01168/thumb.svg,0.11445257,0.95414263,221.2988,C12H19N3O,53.16,N/A
903,Guanethidine,https://www.drugbank.ca/drugs/DB01170,https://www.drugbank.ca/structures/DB01170/thumb.svg,0.17904477,0.91376913,198.3085,C10H22N4,67.639999,N/A
904,Moclobemide,https://www.drugbank.ca/drugs/DB01171,https://www.drugbank.ca/structures/DB01171/thumb.svg,0.067285098,0.98217905,268.73901,C13H17ClN2O2,41.57,N/A
905,Kanamycin,https://www.drugbank.ca/drugs/DB01172,https://www.drugbank.ca/structures/DB01172/thumb.svg,0.25619879,0.83722961,484.4986,C18H36N4O11,282.60999,N/A
906,Orphenadrine,https://www.drugbank.ca/drugs/DB01173,https://www.drugbank.ca/structures/DB01173/thumb.svg,0.42598537,0.78166544,269.38129,C18H23NO,12.47,N/A
907,Phenobarbital,https://www.drugbank.ca/drugs/DB01174,https://www.drugbank.ca/structures/DB01174/thumb.svg,0.48620206,0.90044564,232.23531,C12H12N2O3,75.269997,N/A
908,Escitalopram,https://www.drugbank.ca/drugs/DB01175,https://www.drugbank.ca/structures/DB01175/thumb.svg,0.40111819,0.74400163,324.39191,C20H21FN2O,36.259998,N/A
909,Cyclizine,https://www.drugbank.ca/drugs/DB01176,https://www.drugbank.ca/structures/DB01176/thumb.svg,0.46945441,0.64690077,266.38071,C18H22N2,6.48,N/A
910,Idarubicin,https://www.drugbank.ca/drugs/DB01177,https://www.drugbank.ca/structures/DB01177/thumb.svg,0.31781417,0.75460577,497.4939,C26H27NO9,176.61,N/A
911,Chlormezanone,https://www.drugbank.ca/drugs/DB01178,https://www.drugbank.ca/structures/DB01178/thumb.svg,0.30502483,0.86470741,273.73599,C11H12ClNO3S,54.450001,N/A
912,Podofilox,https://www.drugbank.ca/drugs/DB01179,https://www.drugbank.ca/structures/DB01179/thumb.svg,0.46580207,0.8062979,414.4053,C22H22O8,92.68,N/A
913,Rescinnamine,https://www.drugbank.ca/drugs/DB01180,https://www.drugbank.ca/structures/DB01180/thumb.svg,0.11335105,0.94316417,634.716,C35H42N2O9,117.78,N/A
914,Ifosfamide,https://www.drugbank.ca/drugs/DB01181,https://www.drugbank.ca/structures/DB01181/thumb.svg,0.42141393,0.70612001,261.086,C7H15Cl2N2O2P,41.57,N/A
915,Propafenone,https://www.drugbank.ca/drugs/DB01182,https://www.drugbank.ca/structures/DB01182/thumb.svg,0.37422451,0.71063989,341.444,C21H27NO3,58.560001,N/A
916,Naloxone,https://www.drugbank.ca/drugs/DB01183,https://www.drugbank.ca/structures/DB01183/thumb.svg,0.42340484,0.80631334,327.3743,C19H21NO4,70,N/A
917,Domperidone,https://www.drugbank.ca/drugs/DB01184,https://www.drugbank.ca/structures/DB01184/thumb.svg,0.13347493,0.93394786,425.91101,C22H24ClN5O2,67.919998,N/A
918,Fluoxymesterone,https://www.drugbank.ca/drugs/DB01185,https://www.drugbank.ca/structures/DB01185/thumb.svg,0.24061488,0.93202204,336.44089,C20H29FO3,57.529999,N/A
919,Pergolide,https://www.drugbank.ca/drugs/DB01186,https://www.drugbank.ca/structures/DB01186/thumb.svg,0.39266106,0.62631112,314.48801,C19H26N2S,19.030001,N/A
920,Iophendylate,https://www.drugbank.ca/drugs/DB01187,https://www.drugbank.ca/structures/DB01187/thumb.svg,0.10651951,0.97088832,416.33679,C19H29IO2,26.299999,N/A
921,Ciclopirox,https://www.drugbank.ca/drugs/DB01188,https://www.drugbank.ca/structures/DB01188/thumb.svg,0.29634824,0.83115292,207.26891,C12H17NO2,40.540001,N/A
922,Desflurane,https://www.drugbank.ca/drugs/DB01189,https://www.drugbank.ca/structures/DB01189/thumb.svg,0.2772235,0.95685178,168.0378,C3H2F6O,9.2299995,N/A
923,Clindamycin,https://www.drugbank.ca/drugs/DB01190,https://www.drugbank.ca/structures/DB01190/thumb.svg,0.40638682,0.74497169,424.983,C18H33ClN2O5S,102.26,N/A
924,Dexfenfluramine,https://www.drugbank.ca/drugs/DB01191,https://www.drugbank.ca/structures/DB01191/thumb.svg,0.17208196,0.90126055,231.25729,C12H16F3N,12.03,N/A
925,Oxymorphone,https://www.drugbank.ca/drugs/DB01192,https://www.drugbank.ca/structures/DB01192/thumb.svg,0.52693915,0.74925429,301.3371,C17H19NO4,70,N/A
926,Acebutolol,https://www.drugbank.ca/drugs/DB01193,https://www.drugbank.ca/structures/DB01193/thumb.svg,0.24810182,0.98002505,336.4259,C18H28N2O4,87.660004,N/A
927,Brinzolamide,https://www.drugbank.ca/drugs/DB01194,https://www.drugbank.ca/structures/DB01194/thumb.svg,0.27119312,0.89409149,383.50699,C12H21N3O5S3,118.8,N/A
928,Flecainide,https://www.drugbank.ca/drugs/DB01195,https://www.drugbank.ca/structures/DB01195/thumb.svg,0.2954213,0.82501036,414.34271,C17H20F6N2O3,59.59,N/A
929,Estramustine,https://www.drugbank.ca/drugs/DB01196,https://www.drugbank.ca/structures/DB01196/thumb.svg,0.14109583,0.91964012,440.40302,C23H31Cl2NO3,49.77,N/A
930,Captopril,https://www.drugbank.ca/drugs/DB01197,https://www.drugbank.ca/structures/DB01197/thumb.svg,0.3621093,0.96468097,217.285,C9H15NO3S,57.610001,N/A
931,Zopiclone,https://www.drugbank.ca/drugs/DB01198,https://www.drugbank.ca/structures/DB01198/thumb.svg,0.33727989,0.8101446,388.80801,C17H17ClN6O3,91.760002,N/A
932,Tubocurarine,https://www.drugbank.ca/drugs/DB01199,https://www.drugbank.ca/structures/DB01199/thumb.svg,0.35751054,0.79581714,609.7312,C37H41N2O6,80.620003,N/A
933,Bromocriptine,https://www.drugbank.ca/drugs/DB01200,https://www.drugbank.ca/structures/DB01200/thumb.svg,0.16980831,0.93627077,654.59497,C32H40BrN5O5,118.21,N/A
934,Levetiracetam,https://www.drugbank.ca/drugs/DB01202,https://www.drugbank.ca/structures/DB01202/thumb.svg,0.548702,0.85653794,170.21201,C8H14N2O2,63.400002,N/A
935,Nadolol,https://www.drugbank.ca/drugs/DB01203,https://www.drugbank.ca/structures/DB01203/thumb.svg,0.3909829,0.7046113,309.4006,C17H27NO4,81.949997,N/A
936,Mitoxantrone,https://www.drugbank.ca/drugs/DB01204,https://www.drugbank.ca/structures/DB01204/thumb.svg,0.3122226,0.68998605,444.4809,C22H28N4O6,163.17999,N/A
937,Flumazenil,https://www.drugbank.ca/drugs/DB01205,https://www.drugbank.ca/structures/DB01205/thumb.svg,0.19456974,0.84439564,303.28839,C15H14FN3O3,64.43,N/A
938,Lomustine,https://www.drugbank.ca/drugs/DB01206,https://www.drugbank.ca/structures/DB01206/thumb.svg,0.1576,0.933568,233.69501,C9H16ClN3O2,61.77,N/A
939,Ridogrel,https://www.drugbank.ca/drugs/DB01207,https://www.drugbank.ca/structures/DB01207/thumb.svg,0.38959411,0.74335343,366.33441,C18H17F3N2O3,71.779999,N/A
940,Sparfloxacin,https://www.drugbank.ca/drugs/DB01208,https://www.drugbank.ca/structures/DB01208/thumb.svg,0.26396969,0.80972123,392.39981,C19H22F2N4O3,98.900002,N/A
941,Dezocine,https://www.drugbank.ca/drugs/DB01209,https://www.drugbank.ca/structures/DB01209/thumb.svg,0.50754821,0.92110229,245.35989,C16H23NO,46.25,N/A
942,Levobunolol,https://www.drugbank.ca/drugs/DB01210,https://www.drugbank.ca/structures/DB01210/thumb.svg,0.30594909,0.76772493,291.38531,C17H25NO3,58.560001,N/A
943,Ceftriaxone,https://www.drugbank.ca/drugs/DB01212,https://www.drugbank.ca/structures/DB01212/thumb.svg,0.22531496,0.92849886,554.58002,C18H18N8O7S3,208.98,N/A
944,Fomepizole,https://www.drugbank.ca/drugs/DB01213,https://www.drugbank.ca/structures/DB01213/thumb.svg,0.27879333,0.73712838,82.103798,C4H6N2,28.68,N/A
945,Metipranolol,https://www.drugbank.ca/drugs/DB01214,https://www.drugbank.ca/structures/DB01214/thumb.svg,0.34588152,0.90296268,309.4006,C17H27NO4,67.790001,N/A
946,Estazolam,https://www.drugbank.ca/drugs/DB01215,https://www.drugbank.ca/structures/DB01215/thumb.svg,0.49368483,0.62385911,294.73801,C16H11ClN4,43.07,N/A
947,Finasteride,https://www.drugbank.ca/drugs/DB01216,https://www.drugbank.ca/structures/DB01216/thumb.svg,0.15439492,0.91000992,372.5441,C23H36N2O2,58.200001,N/A
948,Anastrozole,https://www.drugbank.ca/drugs/DB01217,https://www.drugbank.ca/structures/DB01217/thumb.svg,0.47706947,0.69719714,293.3663,C17H19N5,78.290001,N/A
949,Halofantrine,https://www.drugbank.ca/drugs/DB01218,https://www.drugbank.ca/structures/DB01218/thumb.svg,0.38863465,0.68063533,500.42401,C26H30Cl2F3NO,23.469999,N/A
950,Dantrolene,https://www.drugbank.ca/drugs/DB01219,https://www.drugbank.ca/structures/DB01219/thumb.svg,0.088179149,0.91228116,314.25299,C14H10N4O5,120.73,N/A
951,Ketamine,https://www.drugbank.ca/drugs/DB01221,https://www.drugbank.ca/structures/DB01221/thumb.svg,0.60920489,0.83610934,237.72501,C13H16ClNO,29.1,N/A
952,Budesonide,https://www.drugbank.ca/drugs/DB01222,https://www.drugbank.ca/structures/DB01222/thumb.svg,0.34909758,0.8900094,430.53391,C25H34O6,93.059998,N/A
953,Quetiapine,https://www.drugbank.ca/drugs/DB01224,https://www.drugbank.ca/structures/DB01224/thumb.svg,0.14715317,0.91473562,383.50699,C21H25N3O2S,48.299999,N/A
954,Levacetylmethadol,https://www.drugbank.ca/drugs/DB01227,https://www.drugbank.ca/structures/DB01227/thumb.svg,0.62638986,0.8288331,353.49771,C23H31NO2,29.540001,N/A
955,Encainide,https://www.drugbank.ca/drugs/DB01228,https://www.drugbank.ca/structures/DB01228/thumb.svg,0.45609814,0.64545882,352.46991,C22H28N2O2,41.57,N/A
956,Pemoline,https://www.drugbank.ca/drugs/DB01230,https://www.drugbank.ca/structures/DB01230/thumb.svg,0.27688739,0.83132446,176.172,C9H8N2O2,64.68,N/A
957,Diphenidol,https://www.drugbank.ca/drugs/DB01231,https://www.drugbank.ca/structures/DB01231/thumb.svg,0.25696057,0.84987837,309.44519,C21H27NO,23.469999,N/A
958,Metoclopramide,https://www.drugbank.ca/drugs/DB01233,https://www.drugbank.ca/structures/DB01233/thumb.svg,0.19695936,0.85871905,299.79599,C14H22ClN3O2,67.589996,N/A
959,Dexamethasone,https://www.drugbank.ca/drugs/DB01234,https://www.drugbank.ca/structures/DB01234/thumb.svg,0.23487,0.92020249,392.46109,C22H29FO5,94.830002,N/A
960,Levodopa,https://www.drugbank.ca/drugs/DB01235,https://www.drugbank.ca/structures/DB01235/thumb.svg,0.23786537,0.85451472,197.1879,C9H11NO4,103.78,N/A
961,Sevoflurane,https://www.drugbank.ca/drugs/DB01236,https://www.drugbank.ca/structures/DB01236/thumb.svg,0.48621485,0.72187877,200.05479,C4H3F7O,9.2299995,N/A
962,Bromodiphenhydramine,https://www.drugbank.ca/drugs/DB01237,https://www.drugbank.ca/structures/DB01237/thumb.svg,0.22767414,0.85057694,334.25101,C17H20BrNO,12.47,N/A
963,Aripiprazole,https://www.drugbank.ca/drugs/DB01238,https://www.drugbank.ca/structures/DB01238/thumb.svg,0.041539345,0.98407173,448.38501,C23H27Cl2N3O2,44.810001,N/A
964,Chlorprothixene,https://www.drugbank.ca/drugs/DB01239,https://www.drugbank.ca/structures/DB01239/thumb.svg,0.4300212,0.68948025,315.85999,C18H18ClNS,3.24,N/A
965,Epoprostenol,https://www.drugbank.ca/drugs/DB01240,https://www.drugbank.ca/structures/DB01240/thumb.svg,0.40642703,0.83869517,352.46509,C20H32O5,86.989998,N/A
966,Gemfibrozil,https://www.drugbank.ca/drugs/DB01241,https://www.drugbank.ca/structures/DB01241/thumb.svg,0.18499091,0.92779475,250.3334,C15H22O3,46.529999,N/A
967,Clomipramine,https://www.drugbank.ca/drugs/DB01242,https://www.drugbank.ca/structures/DB01242/thumb.svg,0.51631033,0.76590288,314.85199,C19H23ClN2,6.48,N/A
968,Chloroxine,https://www.drugbank.ca/drugs/DB01243,https://www.drugbank.ca/structures/DB01243/thumb.svg,0.40643775,0.5935623,214.048,C9H5Cl2NO,33.119999,N/A
969,Bepridil,https://www.drugbank.ca/drugs/DB01244,https://www.drugbank.ca/structures/DB01244/thumb.svg,0.56707162,0.80003929,366.53961,C24H34N2O,15.71,N/A
970,Decamethonium,https://www.drugbank.ca/drugs/DB01245,https://www.drugbank.ca/structures/DB01245/thumb.svg,0.032354347,0.99730271,258.4863,C16H38N2,0,N/A
971,Alimemazine,https://www.drugbank.ca/drugs/DB01246,https://www.drugbank.ca/structures/DB01246/thumb.svg,0.39079514,0.7178607,298.44601,C18H22N2S,6.48,N/A
972,Isocarboxazid,https://www.drugbank.ca/drugs/DB01247,https://www.drugbank.ca/structures/DB01247/thumb.svg,0.068244472,0.95805418,231.2505,C12H13N3O2,67.160004,N/A
973,Gliquidone,https://www.drugbank.ca/drugs/DB01251,https://www.drugbank.ca/structures/DB01251/thumb.svg,0.4814679,0.76298457,527.63202,C27H33N3O6S,121.88,N/A
974,Mitiglinide,https://www.drugbank.ca/drugs/DB01252,https://www.drugbank.ca/structures/DB01252/thumb.svg,0.24891661,0.83635706,315.41299,C19H25NO3,57.610001,N/A
975,Ergometrine,https://www.drugbank.ca/drugs/DB01253,https://www.drugbank.ca/structures/DB01253/thumb.svg,0.21767816,0.82031327,325.40479,C19H23N3O2,68.360001,N/A
976,Dasatinib,https://www.drugbank.ca/drugs/DB01254,https://www.drugbank.ca/structures/DB01254/thumb.svg,0.065875128,0.98579538,488.00601,C22H26ClN7O2S,106.51,N/A
977,Lisdexamfetamine,https://www.drugbank.ca/drugs/DB01255,https://www.drugbank.ca/structures/DB01255/thumb.svg,0.51759243,0.60722768,263.37851,C15H25N3O,81.139999,N/A
978,Lapatinib,https://www.drugbank.ca/drugs/DB01259,https://www.drugbank.ca/structures/DB01259/thumb.svg,0.28599378,0.7732923,581.05798,C29H26ClFN4O4S,106.35,N/A
979,Desonide,https://www.drugbank.ca/drugs/DB01260,https://www.drugbank.ca/structures/DB01260/thumb.svg,0.2690784,0.92596424,416.50729,C24H32O6,93.059998,N/A
980,Sitagliptin,https://www.drugbank.ca/drugs/DB01261,https://www.drugbank.ca/structures/DB01261/thumb.svg,0.081856176,0.95092714,407.3136,C16H15F6N5O,77.040001,N/A
981,Decitabine,https://www.drugbank.ca/drugs/DB01262,https://www.drugbank.ca/structures/DB01262/thumb.svg,0.28454092,0.78004956,228.20531,C8H12N4O4,120.74,N/A
982,Darunavir,https://www.drugbank.ca/drugs/DB01264,https://www.drugbank.ca/structures/DB01264/thumb.svg,0.44613254,0.87534374,547.664,C27H37N3O7S,140.42,N/A
983,Telbivudine,https://www.drugbank.ca/drugs/DB01265,https://www.drugbank.ca/structures/DB01265/thumb.svg,0.31607708,0.74478501,242.22861,C10H14N2O5,99.099998,N/A
